DATE_TIME,VOLUME,RESP_AVG
2025-04-18 19:00:00,1103,6.314531806
2025-04-18 20:00:00,946,6.75671336
2025-04-18 21:00:00,1104,7.276600231
2025-04-18 22:00:00,904,5.765159254
2025-04-18 23:00:00,870,5.583897701
2025-04-19 1:00:00,893,5.599756877
2025-04-19 2:00:00,982,4.865248855
2025-04-19 3:00:00,908,5.733472936
2025-04-19 7:00:00,739,6.171555461
2025-04-19 8:00:00,740,5.795545777
2025-04-19 10:00:00,544,6.602549753
2025-04-19 12:00:00,1167,6.038705621
2025-04-19 14:00:00,1246,6.168297646
2025-04-19 15:00:00,1194,6.727765451
2025-04-19 16:00:00,1236,8.401577843
2025-04-19 23:00:00,771,7.926788094
2025-04-20 2:00:00,710,7.495499591
2025-04-20 3:00:00,673,5.369915102
2025-04-20 4:00:00,748,4.594024191
2025-04-20 5:00:00,654,8.220017259
2025-04-20 6:00:00,804,6.594540252
2025-04-20 7:00:00,585,7.721998662
2025-04-20 9:00:00,559,5.57611226
2025-04-20 10:00:00,362,5.525041994
2025-04-20 12:00:00,869,6.176440547
2025-04-20 13:00:00,935,5.83145477
2025-04-20 14:00:00,1091,5.712974979
2025-04-20 15:00:00,1311,7.327443723
2025-04-20 16:00:00,1516,5.946545264
2025-04-20 18:00:00,1255,5.544482156
2025-04-20 21:00:00,1553,5.522384107
2025-04-20 23:00:00,1394,6.855596746
2025-04-21 0:00:00,1352,5.791893438
2025-04-21 1:00:00,1659,8.050019323
2025-04-21 2:00:00,1732,6.10972778
2025-04-21 3:00:00,1547,8.132078273
2025-04-21 4:00:00,1050,6.40030463
2025-04-21 5:00:00,1080,6.076818456
2025-04-21 6:00:00,1193,6.537853637
2025-04-21 7:00:00,900,6.988296603
2025-04-21 8:00:00,1016,7.873101646
2025-04-21 9:00:00,1034,8.341462546
2025-04-21 10:00:00,829,6.17352836
2025-04-21 11:00:00,1269,6.170152207
2025-04-21 12:00:00,2380,7.239188489
2025-04-21 13:00:00,3173,7.051405974
2025-04-21 14:00:00,2200,7.52057664
2025-04-21 15:00:00,1965,7.25183776
2025-04-21 16:00:00,1822,6.40353696
2025-04-21 17:00:00,2915,6.588273387
2025-04-21 18:00:00,2014,7.498023167
2025-04-21 19:00:00,1292,6.290927861
2025-04-21 20:00:00,993,7.255501482
2025-04-21 21:00:00,1034,7.580140327
2025-04-21 22:00:00,962,6.446540661
2025-04-21 23:00:00,1040,6.194285966
2025-04-22 0:00:00,1303,6.495672094
2025-04-22 1:00:00,1154,7.339282872
2025-04-22 2:00:00,1137,8.882151644
2025-04-22 3:00:00,1238,7.490718714
2025-04-22 5:00:00,921,7.832109549
2025-04-22 6:00:00,767,8.399644664
2025-04-22 7:00:00,910,8.995154008
2025-04-22 8:00:00,747,8.727239749
2025-04-22 9:00:00,937,8.949158973
2025-04-22 10:00:00,750,8.637615374
2025-04-22 11:00:00,2384,7.302335731
2025-04-22 12:00:00,2478,8.124204562
2025-04-22 13:00:00,1297,7.659793534
2025-04-22 14:00:00,1408,8.393402975
2025-04-22 15:00:00,1821,7.104699768
2025-04-22 16:00:00,1480,6.607004636
2025-04-22 17:00:00,1385,7.927820256
2025-04-22 18:00:00,1400,7.202039563
2025-04-22 19:00:00,1070,7.742884907
2025-04-22 20:00:00,1673,6.832764401
2025-04-22 21:00:00,2017,5.766269911
